date,value,ma_value,lg_ma_value,OT
2022/01/01 12:00,0.0,0.0,0.6921137330968828,0.0
2022/01/01 13:00,0.15817091454272864,0.0,0.6997787406899101,0.15817091454272864
2022/01/01 14:00,0.06709145427286356,0.0,0.66545202407057,0.06709145427286356
2022/01/01 15:00,0.1401799100449775,0.0,0.7237290222654732,0.1401799100449775
2022/01/01 16:00,0.041979010494752625,0.0,0.7884713776903127,0.041979010494752625
2022/01/01 17:00,0.024737631184407798,0.09603960396039604,0.8392932853653985,0.024737631184407798
2022/01/01 18:00,0.02623688155922039,0.10198019801980199,0.877945424643782,0.02623688155922039
2022/01/01 19:00,0.05172413793103448,0.07871287128712871,0.9074662870851373,0.05172413793103448
2022/01/01 20:00,0.2661169415292354,0.12227722772277227,0.9263898463322209,0.2661169415292354
2022/01/01 21:00,0.49400299850074963,0.2,0.9412120385435475,0.49400299850074963
2022/01/01 22:00,0.4715142428785607,0.29455445544554454,0.937782003851418,0.4715142428785607
2022/01/01 23:00,0.48275862068965514,0.39554455445544556,0.9384752132442586,0.48275862068965514
2022/01/02 00:00,0.4790104947526237,0.49504950495049505,0.9358565975724398,0.4790104947526237
2022/01/02 01:00,0.4002998500749625,0.5742574257425742,0.9423917002036614,0.4002998500749625
2022/01/02 02:00,0.5764617691154422,0.6386138613861386,0.9513093210842779,0.5764617691154422
2022/01/02 03:00,0.41904047976011993,0.6237623762376238,0.9474922141303834,0.41904047976011993
2022/01/02 04:00,0.48650674662668664,0.6287128712871287,0.9450489409194253,0.48650674662668664
2022/01/02 05:00,0.4265367316341829,0.6138613861386139,0.93967959642067,0.4265367316341829
2022/01/02 06:00,0.6214392803598201,0.6485148514851485,0.9263519402693755,0.6214392803598201
2022/01/02 07:00,0.6064467766116941,0.6930693069306931,0.898101117559902,0.6064467766116941
2022/01/02 08:00,0.48650674662668664,0.6732673267326733,0.8631699949389657,0.48650674662668664
2022/01/02 09:00,0.36281859070464767,0.6584158415841584,0.8278097189424661,0.36281859070464767
2022/01/02 10:00,0.36656671664167917,0.6336633663366337,0.7874930812512317,0.36656671664167917
2022/01/02 11:00,0.1491754122938531,0.5742574257425742,0.7253149112715194,0.1491754122938531
2022/01/02 12:00,0.11881559220389803,0.4613861386138614,0.6898389945606662,0.11881559220389803
2022/01/02 13:00,0.11731634182908544,0.35346534653465345,0.6600952851828035,0.11731634182908544
2022/01/02 14:00,0.1075712143928036,0.2702970297029703,0.648206620550011,0.1075712143928036
2022/01/02 15:00,0.03860569715142429,0.19851485148514852,0.7607864487613555,0.03860569715142429
2022/01/02 16:00,0.02623688155922039,0.12376237623762376,0.8446263553469753,0.02623688155922039
2022/01/02 17:00,0.016116941529235384,0.09455445544554456,0.8839442823149962,0.016116941529235384
2022/01/02 18:00,0.031859070464767617,0.07524752475247524,0.9149322158593741,0.031859070464767617
2022/01/02 19:00,0.08770614692653672,0.06881188118811882,0.9380597268615423,0.08770614692653672
2022/01/02 20:00,0.5314842578710645,0.16237623762376238,0.9509954312377793,0.5314842578710645
2022/01/02 21:00,0.6964017991004497,0.3069306930693069,0.9471690579877208,0.6964017991004497
2022/01/02 22:00,0.512743628185907,0.41386138613861384,0.9389927302136252,0.512743628185907
2022/01/02 23:00,0.5164917541229386,0.5247524752475248,0.9358565975724398,0.5164917541229386
2022/01/03 00:00,0.49025487256371814,0.6237623762376238,0.9333645446547387,0.49025487256371814
2022/01/03 01:00,0.3815592203898051,0.6881188118811882,0.9447197104905031,0.3815592203898051
2022/01/03 02:00,0.4415292353823088,0.6683168316831684,0.9598068791480028,0.4415292353823088
2022/01/03 03:00,0.512743628185907,0.6287128712871287,0.9587742628853018,0.512743628185907
2022/01/03 04:00,0.4452773613193403,0.6138613861386139,0.9553230698225842,0.4452773613193403
2022/01/03 05:00,0.46401799100449775,0.6039603960396039,0.9496688415402303,0.46401799100449775
2022/01/03 06:00,0.7376311844077961,0.6584158415841584,0.9384060567601802,0.7376311844077961
2022/01/03 07:00,0.7451274362818591,0.7376237623762376,0.9080558975627622,0.7451274362818591
2022/01/03 08:00,0.41529235382308843,0.7326732673267327,0.8643604646060824,0.41529235382308843
2022/01/03 09:00,0.4265367316341829,0.7128712871287128,0.8319577408039295,0.4265367316341829
2022/01/03 10:00,0.3088455772113943,0.6831683168316832,0.7833365586557259,0.3088455772113943
