date,value,ma_value,lg_ma_value,OT
2022/01/01 12:00,1.9921788338850055e-05,0.0,0.862651627580581,1.9921788338850055e-05
2022/01/01 13:00,0.029669666930850797,0.0,0.8679871356517443,0.029669666930850797
2022/01/01 14:00,0.019339630733080527,0.0,0.8668919585121534,0.019339630733080527
2022/01/01 15:00,0.006468339624037699,0.0,0.8710607942070032,0.006468339624037699
2022/01/01 16:00,0.0057092634817095325,0.0,0.8882904516988029,0.0057092634817095325
2022/01/01 17:00,0.008250518392982091,0.0,0.904912262548556,0.008250518392982091
2022/01/01 18:00,0.061385848355953766,0.0,0.9077436836675757,0.061385848355953766
2022/01/01 19:00,0.061385848355953766,0.0,0.9066848629506565,0.061385848355953766
2022/01/01 20:00,0.039273630296828906,0.05524822695035461,0.9160992134263612,0.039273630296828906
2022/01/01 21:00,0.027557455056546335,0.061843971631205676,0.9189119829106733,0.027557455056546335
2022/01/01 22:00,0.0237620743449055,0.06042553191489362,0.9282961834992925,0.0237620743449055
2022/01/01 23:00,0.04257396135042963,0.06595744680851064,0.9401096999890625,0.04257396135042963
2022/01/02 00:00,0.12739246942796825,0.0950354609929078,0.9533245738167603,0.12739246942796825
2022/01/02 01:00,0.17227697175693812,0.1347517730496454,0.9672440219723538,0.17227697175693812
2022/01/02 02:00,0.042903994455789705,0.14326241134751772,0.975447474283579,0.042903994455789705
2022/01/02 03:00,0.04818452414155087,0.1397163120567376,0.9789849062878603,0.04818452414155087
2022/01/02 04:00,0.18976872634102196,0.1702127659574468,0.982407453163934,0.18976872634102196
2022/01/02 05:00,0.08283800020435848,0.18085106382978722,0.9809851440817192,0.08283800020435848
2022/01/02 06:00,0.19306905739462268,0.2205673758865248,0.9801051437126874,0.19306905739462268
2022/01/02 07:00,0.28448822757936276,0.2822695035460993,0.9773471123983601,0.28448822757936276
2022/01/02 08:00,0.4224420656198731,0.3730496453900709,0.9720484944032743,0.4224420656198731
2022/01/02 09:00,0.6600659014791254,0.500709219858156,0.9625100343127554,0.6600659014791254
2022/01/02 10:00,0.5676566319783051,0.5950354609929078,0.9430625257275705,0.5676566319783051
2022/01/02 11:00,0.23564332798607204,0.6411347517730497,0.9180482958081275,0.23564332798607204
2022/01/02 12:00,0.24884465220047494,0.6886524822695035,0.9127250229601044,0.24884465220047494
2022/01/02 13:00,0.10462018515812327,0.6687943262411348,0.9006300187277148,0.10462018515812327
2022/01/02 14:00,0.03141884238925918,0.6560283687943262,0.8913202448623072,0.03141884238925918
2022/01/02 15:00,0.03795349787538862,0.6191489361702127,0.8984139508149955,0.03795349787538862
2022/01/02 16:00,0.010626756751574613,0.5539007092198581,0.9195987161405277,0.010626756751574613
2022/01/02 17:00,0.000274608335745218,0.4531914893617021,0.9469952765224269,0.000274608335745218
2022/01/02 18:00,0.022408938612929204,0.300709219858156,0.9508552348939631,0.022408938612929204
2022/01/02 19:00,0.05181488830051166,0.1773049645390071,0.9530027905416504,0.05181488830051166
2022/01/02 20:00,0.1567654158050147,0.15886524822695036,0.9576419613706205,0.1567654158050147
2022/01/02 21:00,0.0993396554723621,0.1226950354609929,0.9544045633684343,0.0993396554723621
2022/01/02 22:00,0.012870981868023107,0.10141843971631205,0.9584044488985763,0.012870981868023107
2022/01/02 23:00,0.09966968857772218,0.11773049645390071,0.9614474521154286,0.09966968857772218
2022/01/03 00:00,0.3145212401671294,0.18368794326241134,0.9655161600242267,0.3145212401671294
2022/01/03 01:00,0.6105609356751145,0.32695035460992905,0.9777909280626246,0.6105609356751145
2022/01/03 02:00,0.1161713438457258,0.3546099290780142,0.9777909280626246,0.1161713438457258
2022/01/03 03:00,0.0910888278383603,0.3709219858156028,0.9835769013687171,0.0910888278383603
2022/01/03 04:00,0.21122087818942667,0.4085106382978723,0.9833538239698878,0.21122087818942667
2022/01/03 05:00,0.043894093771869924,0.38156028368794326,0.9805522659074463,0.043894093771869924
2022/01/03 06:00,0.23993375835575298,0.4156028368794326,0.9798599410130439,0.23993375835575298
2022/01/03 07:00,0.1280525356386884,0.4432624113475177,0.9755157825753921,0.1280525356386884
2022/01/03 08:00,0.26567634057383865,0.48226950354609927,0.9730313607840477,0.26567634057383865
2022/01/03 09:00,0.9108910615527804,0.624822695035461,0.9674707903463783,0.9108910615527804
2022/01/03 10:00,0.6105609356751145,0.624822695035461,0.9406822364183405,0.6105609356751145
2022/01/03 11:00,0.4554453761558803,0.7056737588652482,0.9168832236268586,0.4554453761558803
2022/01/03 12:00,0.07722743741323725,0.7028368794326241,0.8787921092927423,0.07722743741323725
2022/01/03 13:00,0.04257396135042963,0.6624113475177305,0.8691350188808586,0.04257396135042963
