date,value,ma_value,lg_ma_value
1/1/2022 12:00,2.00E+00,#N/A,2.288174675
1/1/2022 13:00,4.24E+02,#N/A,2.313515707
1/1/2022 14:00,1.81E+02,#N/A,2.200029267
1/1/2022 15:00,3.76E+02,#N/A,2.392696953
1/1/2022 16:00,1.14E+02,#N/A,2.606739546
1/1/2022 17:00,6.80E+01,1.94E+02,2.7747602
1/1/2022 18:00,7.20E+01,2.06E+02,2.902546779
1/1/2022 19:00,1.40E+02,1.59E+02,3.000144741
1/1/2022 20:00,7.12E+02,2.47E+02,3.062707304
1/1/2022 21:00,1.32E+03,4.04E+02,3.111710471
1/1/2022 22:00,1.26E+03,5.95E+02,3.100370545
1/1/2022 23:00,1.29E+03,7.99E+02,3.102662342
1/2/2022 0:00,1.28E+03,1.00E+03,3.094005022
1/2/2022 1:00,1.07E+03,1.16E+03,3.115610512
1/2/2022 2:00,1.54E+03,1.29E+03,3.145092768
1/2/2022 3:00,1.12E+03,1.26E+03,3.132473155
1/2/2022 4:00,1.30E+03,1.27E+03,3.124395529
1/2/2022 5:00,1.14E+03,1.24E+03,3.106644114
1/2/2022 6:00,1.66E+03,1.31E+03,3.062581984
1/2/2022 7:00,1.62E+03,1.40E+03,2.969182859
1/2/2022 8:00,1.30E+03,1.36E+03,2.853698212
1/2/2022 9:00,9.70E+02,1.33E+03,2.736794755
1/2/2022 10:00,9.80E+02,1.28E+03,2.603505232
1/2/2022 11:00,4.00E+02,1.16E+03,2.397940009
1/2/2022 12:00,3.19E+02,9.32E+02,2.280654236
1/2/2022 13:00,3.15E+02,7.14E+02,2.182319527
1/2/2022 14:00,2.89E+02,5.46E+02,2.1430148
1/2/2022 15:00,1.05E+02,4.01E+02,2.515211304
1/2/2022 16:00,7.20E+01,2.50E+02,2.792391689
1/2/2022 17:00,4.50E+01,1.91E+02,2.922379407
1/2/2022 18:00,8.70E+01,1.52E+02,3.024827605
1/2/2022 19:00,2.36E+02,1.39E+02,3.101288716
1/2/2022 20:00,1.42E+03,3.28E+02,3.144055027
1/2/2022 21:00,1.86E+03,6.20E+02,3.131404779
1/2/2022 22:00,1.37E+03,8.36E+02,3.104373288
1/2/2022 23:00,1.38E+03,1.06E+03,3.094005022
1/3/2022 0:00,1.31E+03,1.26E+03,3.085766127
1/3/2022 1:00,1.02E+03,1.39E+03,3.123307071
1/3/2022 2:00,1.18E+03,1.35E+03,3.173186268
1/3/2022 3:00,1.37E+03,1.27E+03,3.169772369
1/3/2022 4:00,1.19E+03,1.24E+03,3.158362492
1/3/2022 5:00,1.24E+03,1.22E+03,3.139669232
1/3/2022 6:00,1.97E+03,1.33E+03,3.102433706
1/3/2022 7:00,1.99E+03,1.49E+03,3.002094033
1/3/2022 8:00,1.11E+03,1.48E+03,2.857633985
1/3/2022 9:00,1.14E+03,1.44E+03,2.750508395
1/3/2022 10:00,8.26E+02,1.38E+03,2.589763488
1/3/2022 11:00,5.60E+02,1.27E+03,2.414416203
1/3/2022 12:00,4.03E+02,1.00E+03,2.246334417
1/3/2022 13:00,2.84E+02,7.21E+02,2.075546961
1/3/2022 14:00,1.65E+02,5.63E+02,2.019808393
1/3/2022 15:00,9.50E+01,3.89E+02,2.442740999
1/3/2022 16:00,5.10E+01,2.60E+02,2.758154622
1/3/2022 17:00,6.00E+01,1.76E+02,2.901912177
1/3/2022 18:00,5.90E+01,1.19E+02,2.991742785
1/3/2022 19:00,1.98E+02,1.05E+02,3.073596169
1/3/2022 20:00,1.20E+03,2.77E+02,3.11804416
1/3/2022 21:00,1.87E+03,5.73E+02,3.121340946
1/3/2022 22:00,1.40E+03,7.98E+02,3.076397685
1/3/2022 23:00,1.16E+03,9.81E+02,3.068433253
1/4/2022 0:00,1.28E+03,1.18E+03,3.080024888
1/4/2022 1:00,9.64E+02,1.31E+03,3.139039058
1/4/2022 2:00,1.26E+03,1.32E+03,3.190798431
1/4/2022 3:00,1.09E+03,1.19E+03,3.190798431
1/4/2022 4:00,1.27E+03,1.17E+03,3.196360442
1/4/2022 5:00,1.35E+03,1.20E+03,3.178929009
1/4/2022 6:00,2.33E+03,1.38E+03,3.130869604
1/4/2022 7:00,2.01E+03,1.55E+03,3.011288434
1/4/2022 8:00,1.26E+03,1.55E+03,2.861832998
1/4/2022 9:00,1.21E+03,1.57E+03,2.72916479
1/4/2022 10:00,8.99E+02,1.51E+03,2.536768806
1/4/2022 11:00,4.01E+02,1.35E+03,2.302475237
1/4/2022 12:00,3.78E+02,1.03E+03,2.141972076
1/4/2022 13:00,2.17E+02,7.28E+02,1.921686475
1/4/2022 14:00,1.11E+02,5.36E+02,1.858336646
1/4/2022 15:00,5.90E+01,3.44E+02,2.392696953
1/4/2022 16:00,3.80E+01,2.01E+02,2.756255649
1/4/2022 17:00,2.90E+01,1.39E+02,2.902637361
1/4/2022 18:00,4.70E+01,8.35E+01,3.013258665
1/4/2022 19:00,1.49E+02,7.22E+01,3.107718611
1/4/2022 20:00,1.16E+03,2.47E+02,3.158362492
1/4/2022 21:00,2.00E+03,5.71E+02,3.163360182
1/4/2022 22:00,1.41E+03,7.99E+02,3.146644745
1/4/2022 23:00,1.42E+03,1.03E+03,3.129797271
1/5/2022 0:00,1.55E+03,1.28E+03,3.132473155
1/5/2022 1:00,1.10E+03,1.44E+03,3.163360182
1/5/2022 2:00,1.26E+03,1.46E+03,3.210407706
1/5/2022 3:00,1.67E+03,1.40E+03,3.218360422
1/5/2022 4:00,1.09E+03,1.35E+03,3.200029267
1/5/2022 5:00,1.47E+03,1.36E+03,3.190798431
1/5/2022 6:00,2.15E+03,1.46E+03,3.148448404
1/5/2022 7:00,2.10E+03,1.62E+03,3.043427778
1/5/2022 8:00,1.44E+03,1.65E+03,2.904354836
1/5/2022 9:00,1.26E+03,1.59E+03,2.765792692
1/5/2022 10:00,8.90E+02,1.55E+03,2.596963434
1/5/2022 11:00,6.05E+02,1.41E+03,2.412460547
1/5/2022 12:00,3.36E+02,1.11E+03,2.220543908
1/5/2022 13:00,2.83E+02,8.02E+02,2.075546961
1/5/2022 14:00,1.25E+02,5.83E+02,1.991226076
1/5/2022 15:00,1.33E+02,3.95E+02,2.415807728
1/5/2022 16:00,6.90E+01,2.59E+02,2.758407192
1/5/2022 17:00,5.10E+01,1.66E+02,2.894961854
1/5/2022 18:00,5.30E+01,1.19E+02,2.995635195
1/5/2022 19:00,1.57E+02,9.80E+01,3.077186154
1/5/2022 20:00,1.10E+03,2.61E+02,3.125318578
1/5/2022 21:00,2.01E+03,5.73E+02,3.14906508
1/5/2022 22:00,1.34E+03,7.85E+02,3.123688342
1/5/2022 23:00,1.28E+03,9.90E+02,3.135503685
1/6/2022 0:00,1.28E+03,1.19E+03,3.137617816
1/6/2022 1:00,9.97E+02,1.33E+03,3.184549481
1/6/2022 2:00,1.55E+03,1.41E+03,3.235949071
1/6/2022 3:00,1.53E+03,1.33E+03,3.220108088
1/6/2022 4:00,1.56E+03,1.37E+03,3.211298567
1/6/2022 5:00,1.32E+03,1.37E+03,3.184360143
1/6/2022 6:00,2.22E+03,1.53E+03,3.150142162
1/6/2022 7:00,2.15E+03,1.72E+03,3.042378598
1/6/2022 8:00,1.18E+03,1.66E+03,2.902637361
1/6/2022 9:00,1.33E+03,1.63E+03,2.809222922
1/6/2022 10:00,9.73E+02,1.53E+03,2.64246452
1/6/2022 11:00,6.25E+02,1.41E+03,2.463644181
1/6/2022 12:00,3.57E+02,1.10E+03,2.279514854
1/6/2022 13:00,3.30E+02,7.99E+02,2.153814864
1/6/2022 14:00,2.52E+02,6.45E+02,2.102090526
1/6/2022 15:00,9.70E+01,4.39E+02,2.490660653
1/6/2022 16:00,8.40E+01,2.91E+02,2.833572058
1/6/2022 17:00,2.20E+01,1.90E+02,2.944153536
1/6/2022 18:00,7.00E+01,1.43E+02,3.045583738
1/6/2022 19:00,2.34E+02,1.27E+02,3.133751746
1/6/2022 20:00,1.35E+03,3.10E+02,3.174156759
1/6/2022 21:00,2.33E+03,6.82E+02,3.171726454
1/6/2022 22:00,1.27E+03,8.79E+02,3.138828797
1/6/2022 23:00,1.41E+03,1.11E+03,3.155336037
1/7/2022 0:00,1.57E+03,1.36E+03,3.17801718
1/7/2022 1:00,1.03E+03,1.49E+03,3.227886705
1/7/2022 2:00,1.30E+03,1.49E+03,3.282924073
1/7/2022 3:00,1.68E+03,1.38E+03,3.298489193
1/7/2022 4:00,1.59E+03,1.43E+03,3.306067436
1/7/2022 5:00,1.87E+03,1.51E+03,3.297760511
1/7/2022 6:00,2.67E+03,1.69E+03,3.253620657
1/7/2022 7:00,2.40E+03,1.92E+03,3.157204843
1/7/2022 8:00,1.72E+03,1.99E+03,3.036828433
1/7/2022 9:00,1.89E+03,2.02E+03,2.926085087
1/7/2022 10:00,1.36E+03,1.99E+03,2.745074792
1/7/2022 11:00,7.19E+02,1.79E+03,2.53487186
1/7/2022 12:00,5.28E+02,1.44E+03,2.36361198
1/7/2022 13:00,3.14E+02,1.09E+03,2.181843588
1/7/2022 14:00,2.50E+02,8.44E+02,2.09806659
1/7/2022 15:00,1.65E+02,5.56E+02,2.389166084
1/7/2022 16:00,8.00E+01,3.43E+02,2.704007445
1/7/2022 17:00,4.90E+01,2.31E+02,2.878426041
1/7/2022 18:00,5.40E+01,1.52E+02,3.002597981
1/7/2022 19:00,1.54E+02,1.25E+02,3.108452264
1/7/2022 20:00,9.68E+02,2.45E+02,3.172116218
1/7/2022 21:00,1.73E+03,5.06E+02,3.211298567
1/7/2022 22:00,1.58E+03,7.56E+02,3.199572355
1/7/2022 23:00,1.55E+03,1.01E+03,3.202760687
1/8/2022 0:00,1.72E+03,1.28E+03,3.206825876
1/8/2022 1:00,1.37E+03,1.49E+03,3.22444673
1/8/2022 2:00,1.81E+03,1.63E+03,3.255674444
1/8/2022 3:00,1.47E+03,1.58E+03,3.240133058
1/8/2022 4:00,1.65E+03,1.60E+03,3.250826455
1/8/2022 5:00,1.64E+03,1.61E+03,3.234264124
1/8/2022 6:00,2.12E+03,1.68E+03,3.194514342
1/8/2022 7:00,2.12E+03,1.80E+03,3.099680641
1/8/2022 8:00,1.43E+03,1.74E+03,2.974050903
1/8/2022 9:00,1.73E+03,1.78E+03,2.854306042
1/8/2022 10:00,1.25E+03,1.72E+03,2.660707409
1/8/2022 11:00,7.40E+02,1.57E+03,2.411058239
1/8/2022 12:00,2.78E+02,1.26E+03,2.145092768
1/8/2022 13:00,2.24E+02,9.42E+02,2.000723222
1/8/2022 14:00,6.80E+01,7.15E+02,1.934498451
1/8/2022 15:00,1.87E+02,4.58E+02,2.243864489
1/8/2022 16:00,4.90E+01,2.58E+02,2.591991597
1/8/2022 17:00,3.20E+01,1.40E+02,2.78840408
1/8/2022 18:00,4.10E+01,1.00E+02,2.92289838
1/8/2022 19:00,1.39E+02,8.60E+01,3.031610415
1/8/2022 20:00,6.04E+02,1.75E+02,3.098874365
1/8/2022 21:00,1.48E+03,3.91E+02,3.156347201
1/8/2022 22:00,1.39E+03,6.14E+02,3.167809453
1/8/2022 23:00,1.37E+03,8.37E+02,3.182794945
1/9/2022 0:00,1.47E+03,1.08E+03,3.184691431
1/9/2022 1:00,1.22E+03,1.26E+03,3.216165902
1/9/2022 2:00,1.67E+03,1.43E+03,3.256878032
1/9/2022 3:00,1.71E+03,1.47E+03,3.257678575
1/9/2022 4:00,1.70E+03,1.52E+03,3.239299479
1/9/2022 5:00,1.41E+03,1.53E+03,3.212187604
